,ItemRatingReply,UserRatingReply,anonymous,author_name,author_pic,author_portrait,author_shopid,author_username,authorid,cmtid,disputable,editable,editable_date,filter,images,like_count,mentioned,modelid,mtime,opt,preview_items,rating,show_reply,status,tagids,tags,user_pic,username,videos,使用者ID,商品ID,商品規格,是否隱藏,留言內容,留言時間,給星,訂單編號,賣家ID
58,{},{},True,s*****9,,,4859624.0,s*****9,4859624.0,2764594510,1,1,1598728653.0,1,,,[],0,1596136653,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}]",1,,2,"1,2,3","[{'tag_description': '超讚的出貨速度', 'tag_id': 1}, {'tag_description': '超讚的商品品質', 'tag_id': 2}, {'tag_description': '超讚的CP值', 'tag_id': 3}]",,s*****9,[],4860914,1841542750,['NO.2 黑色/M'],False,摸起來不錯，尺寸剛剛好👌，會在回購😊👍,1596136653,5,49119630503529,12896244
59,{},{},True,r*****7,,,9776356.0,r*****7,9776356.0,2764361345,1,1,1598717983.0,3,['7f18b8c4ee122217ef8f00bc32720010'],0.0,[],0,1596125983,2,"[{'itemid': 5036216884, 'snapshotid': 1940077985, 'modelid': 18912743187}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786648}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}]",1,,2,"1,2,3","[{'tag_description': '超讚的出貨速度', 'tag_id': 1}, {'tag_description': '超讚的商品品質', 'tag_id': 2}, {'tag_description': '超讚的CP值', 'tag_id': 3}]",,r*****7,[],9777653,1841542750,"['NO.3 熒光綠/S', 'NO.2 黑色/S']",False,這款運動內衣穿起來好看又舒適，包覆效果好，價格又實惠，感覺運動的時候心情都變好了！,1596125983,5,48358670318725,12896244
60,{},{},True,a*****5,2a38d10f7e03d735b590d3299363d095,2a38d10f7e03d735b590d3299363d095,19926586.0,a*****5,19926586.0,2763950522,1,1,1598711094.0,0,,,[],0,1596119094,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}]",1,,2,,,2a38d10f7e03d735b590d3299363d095,a*****5,[],19927923,1841542750,"['NO.2 黑色/M', 'NO.1 深灰/M']",False,,1596119094,5,49125622043423,12896244
61,{},{},True,h*****7,4c27a993f9a128b1342cac1a27d24a2f,4c27a993f9a128b1342cac1a27d24a2f,5411871.0,h*****7,5411871.0,2763281061,1,1,1598702778.0,0,,,[],0,1596110778,2,"[{'itemid': 1841826906, 'snapshotid': 1943555091, 'modelid': 3159502961}, {'itemid': 1990472587, 'snapshotid': 1954767787, 'modelid': 3493282710}, {'itemid': 5036216884, 'snapshotid': 1940077985, 'modelid': 18912743205}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786647}]",1,,2,,,4c27a993f9a128b1342cac1a27d24a2f,h*****7,[],5413165,1841542750,['NO.2 黑色/XXL'],False,,1596110778,5,48959024237041,12896244
62,{},{},True,y*****7,7daf5ca423d71222f9e2f6e3175d477e,7daf5ca423d71222f9e2f6e3175d477e,13230985.0,y*****7,13230985.0,2762709628,1,1,1598696522.0,1,,,[],0,1596104522,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}]",1,,2,"1,2","[{'tag_description': '超讚的出貨速度', 'tag_id': 1}, {'tag_description': '超讚的商品品質', 'tag_id': 2}]",7daf5ca423d71222f9e2f6e3175d477e,y*****7,[],13232288,1841542750,['NO.2 黑色/M'],False,第二次回購，品質很棒,1596104522,5,49032153243647,12896244
63,{},{},True,x*****x,,,158816626.0,x*****x,158816626.0,2762185498,1,1,1598690909.0,1,,,[],0,1596098909,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786650}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786640}]",1,,2,,,,x*****x,[],158818649,1841542750,"['NO.3 熒光綠/L', 'NO.1 深灰/L']",False,我女友說很棒,1596098909,5,48478994170893,12896244
64,{},{},True,s*****8,,,39622269.0,s*****8,39622269.0,2760711565,1,1,1598675894.0,0,,,[],0,1596083894,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786645}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786640}]",1,,2,,,,s*****8,[],39623655,1841542750,"['NO.2 黑色/L', 'NO.1 深灰/L']",False,,1596083894,5,48785279555347,12896244
65,{},{},True,c*****k,c8b229e949fc0626cb81d4ff9b7dbef4,c8b229e949fc0626cb81d4ff9b7dbef4,31660955.0,c*****k,31660955.0,2759138574,1,1,1598631582.0,1,,,[],0,1596039582,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}]",1,,1,"3,2,4","[{'tag_description': '超讚的商品品質', 'tag_id': 2}, {'tag_description': '超讚的CP值', 'tag_id': 3}, {'tag_description': '超讚的服務', 'tag_id': 4}]",c8b229e949fc0626cb81d4ff9b7dbef4,c*****k,[],31662339,1841542750,"['NO.2 黑色/M', 'NO.2 黑色/S']",False,穿起來很舒服，下次會再購買,1596039582,5,49153969390482,12896244
66,{},{},True,p*****0,,,166387240.0,p*****0,166387240.0,2758948678,1,1,1598627912.0,3,['c8c9bbb12b88105197be0026d4b41bcb'],,[],0,1596035912,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}]",1,,2,,,,p*****0,[],166389485,1841542750,"['NO.2 黑色/M', 'NO.1 深灰/M']",False,賣家親切回覆的回覆了問題，並在商品到貨後貼心提醒，很棒的服務。,1596035912,5,48924494546231,12896244
67,{},{},True,b*****m,,,34933732.0,b*****m,34933732.0,2758490111,1,1,1598621741.0,0,,,[],0,1596029741,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}]",1,,2,,,,b*****m,[],34935116,1841542750,"['NO.2 黑色/M', 'NO.1 深灰/M']",False,,1596029741,5,49180405082519,12896244
68,{},{},True,u*****1,,,106858766.0,u*****1,106858766.0,2758071771,1,1,1598616953.0,0,,,[],0,1596024953,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}]",1,,2,1,"[{'tag_description': '超讚的出貨速度', 'tag_id': 1}]",,u*****1,[],106860245,1841542750,['NO.1 深灰/M'],False,,1596024953,5,49007125514334,12896244
69,{},{},True,b*****3,3c1b835b75b25d2828dbd8404518ec61,3c1b835b75b25d2828dbd8404518ec61,4121260.0,b*****3,4121260.0,2753200533,1,1,1598533879.0,3,['440288058f9eeda5934d00741742b666'],1.0,[],0,1595941879,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786647}]",1,,2,,,3c1b835b75b25d2828dbd8404518ec61,b*****3,"[{'url': 'http://1400352862.vod2.myqcloud.com/aaf4b0c8vodtranshk1400352862/a870bec65285890805802932124/v.f117828.mp4', 'duration': 6666, 'url_transcoded': 'http://1400352862.vod2.myqcloud.com/aaf4b0c8vodtranshk1400352862/a870bec65285890805802932124/v.f117828.mp4', 'cover': 'http://1400352862.vod2.myqcloud.com/d40ac320vodhk1400352862/a870bec65285890805802932124/5285890805802932125.jpg', 'id': '5285890805802932124'}]",4122544,1841542750,['NO.2 黑色/XXL'],False,穿起來很舒服很像沒穿一樣^n我會在繼續購買的因為真的太好穿了^n謝謝賣家,1595941879,5,49029612567026,12896244
70,{},{},True,a*****4,ca6d59ef095ade366e7b5ffe686ea029,ca6d59ef095ade366e7b5ffe686ea029,795380.0,a*****4,795380.0,2751340833,1,1,1598511474.0,0,,,[],0,1595919474,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786647}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786642}]",1,,2,,,ca6d59ef095ade366e7b5ffe686ea029,a*****4,[],795936,1841542750,"['NO.2 黑色/XXL', 'NO.1 深灰/XXL']",False,,1595919474,5,47884263536478,12896244
71,{},{},True,m*****e,448191ac1babfd31be680473773ca30c,448191ac1babfd31be680473773ca30c,12187198.0,m*****e,12187198.0,2750864260,1,1,1598505626.0,0,,,[],0,1595913626,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786647}]",1,,2,,,448191ac1babfd31be680473773ca30c,m*****e,[],12188500,1841542750,['NO.2 黑色/XXL'],False,,1595913626,5,48328656283629,12896244
72,{},{},True,k*****d,8e9f5bd99c297c291cf56c24267177fd,8e9f5bd99c297c291cf56c24267177fd,121297566.0,k*****d,121297566.0,2748972967,1,1,1598453740.0,0,,,[],0,1595861740,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}]",1,,2,,,8e9f5bd99c297c291cf56c24267177fd,k*****d,[],121299390,1841542750,['NO.2 黑色/S'],False,,1595861740,5,48832727197143,12896244
73,{},{},True,b*****8,a5d03471a0cbaf1f4462688c2a41454c,a5d03471a0cbaf1f4462688c2a41454c,26272794.0,b*****8,26272794.0,2745017555,1,1,1598397563.0,0,,,[],0,1595805563,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786650}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786645}]",1,,2,,,a5d03471a0cbaf1f4462688c2a41454c,b*****8,[],26274130,1841542750,"['NO.3 熒光綠/L', 'NO.2 黑色/L']",False,,1595805563,5,48784249245457,12896244
74,{},{},True,h*****i,,,138918841.0,h*****i,138918841.0,2743381273,1,1,1598348841.0,1,,,[],0,1595756841,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}]",0,,2,,,,h*****i,[],138920665,1841542750,"['NO.2 黑色/M', 'NO.1 深灰/M']",False,三顆星給貨品質..服務跟速度就....,1595756841,3,48939184319443,12896244
75,{},{},True,a*****2,,,13806112.0,a*****2,13806112.0,2743202519,1,1,1598345966.0,0,,,[],0,1595753966,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786645}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786645}]",1,,2,"1,2,3,4","[{'tag_description': '超讚的出貨速度', 'tag_id': 1}, {'tag_description': '超讚的商品品質', 'tag_id': 2}, {'tag_description': '超讚的CP值', 'tag_id': 3}, {'tag_description': '超讚的服務', 'tag_id': 4}]",,a*****2,[],13807416,1841542750,['NO.2 黑色/L'],False,,1595753966,5,48855200381565,12896244
76,{},{},True,w*****0,5ea7301d39669ea1de21ab15026c4e79,5ea7301d39669ea1de21ab15026c4e79,27283834.0,w*****0,27283834.0,2741456633,1,1,1598316718.0,0,,,[],0,1595724718,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786645}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786640}]",1,,2,,,5ea7301d39669ea1de21ab15026c4e79,w*****0,[],27285193,1841542750,"['NO.2 黑色/L', 'NO.1 深灰/L']",False,,1595724718,5,48591589311011,12896244
77,{},{},True,a*****8,36963a4ad62e0767ee8a21faf5c41a5d,36963a4ad62e0767ee8a21faf5c41a5d,32409029.0,a*****8,32409029.0,2741084035,1,1,1598295274.0,1,,1.0,[],0,1595703274,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786645}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786640}]",1,,2,,,36963a4ad62e0767ee8a21faf5c41a5d,a*****8,[],32410413,1841542750,"['NO.2 黑色/L', 'NO.1 深灰/L']",False,賣家回覆親切^n寄貨也是相當迅速！,1595703274,5,48357561174191,12896244
78,{},{},True,j*****5,2b620e414194365ed4c343d3cff7b321,2b620e414194365ed4c343d3cff7b321,31766531.0,j*****5,31766531.0,2735123427,1,1,1598181337.0,0,,,[],0,1595589337,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}]",0,,2,,,2b620e414194365ed4c343d3cff7b321,j*****5,[],31767915,1841542750,"['NO.2 黑色/M', 'NO.1 深灰/M']",False,,1595589337,3,48520180388573,12896244
79,{},{},True,e*****3,,,187861161.0,e*****3,187861161.0,2734406099,1,1,1598172985.0,0,,,[],0,1595580985,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}]",1,,1,,,,e*****3,[],187863893,1841542750,"['NO.2 黑色/M', 'NO.1 深灰/M']",False,,1595580985,5,48613471196347,12896244
80,{},{},True,t*****0,fb88434ba3faadd8d25c1674dcde9c53,fb88434ba3faadd8d25c1674dcde9c53,5509649.0,t*****0,5509649.0,2732064485,1,1,1598143692.0,1,,,[],0,1595551692,2,"[{'itemid': 1839035626, 'snapshotid': 1931711181, 'modelid': 3159877746}, {'itemid': 1839035626, 'snapshotid': 1931711181, 'modelid': 3159877737}, {'itemid': 1839069928, 'snapshotid': 1931711182, 'modelid': 3152363282}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786648}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786638}, {'itemid': 7936346379, 'snapshotid': 1931711185, 'modelid': 18970419407}]",1,,2,,,fb88434ba3faadd8d25c1674dcde9c53,t*****0,[],5510943,1841542750,"['NO.3 熒光綠/S', 'NO.2 黑色/S', 'NO.1 深灰/S']",False,品質很棒，試穿後立馬想再加購喔,1595551692,5,47893197590191,12896244
81,{},{},True,z*****5,e148f872e3fec48e5ede5c745c6968b1,e148f872e3fec48e5ede5c745c6968b1,12945591.0,z*****5,12945591.0,2731999095,1,1,1598142371.0,0,,,[],0,1595550371,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786638}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786638}]",1,,2,"1,2,3,4","[{'tag_description': '超讚的出貨速度', 'tag_id': 1}, {'tag_description': '超讚的商品品質', 'tag_id': 2}, {'tag_description': '超讚的CP值', 'tag_id': 3}, {'tag_description': '超讚的服務', 'tag_id': 4}]",e148f872e3fec48e5ede5c745c6968b1,z*****5,[],12946894,1841542750,"['NO.2 黑色/S', 'NO.1 深灰/S']",False,,1595550371,5,48691790302223,12896244
82,{},{},True,j*****4,,,52236609.0,j*****4,52236609.0,2730053090,1,1,1598094148.0,0,,,[],0,1595502148,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}]",1,,2,,,,j*****4,[],52237997,1841542750,['NO.2 黑色/M'],False,,1595502148,4,48783356371247,12896244
83,{},{},True,s*****7,,,9320563.0,s*****7,9320563.0,2729613377,1,1,1598089334.0,0,,,[],0,1595497334,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786639}]",1,,2,3,"[{'tag_description': '超讚的CP值', 'tag_id': 3}]",,s*****7,[],9321860,1841542750,"['NO.2 黑色/M', 'NO.1 深灰/M']",False,,1595497334,5,48646245371189,12896244
84,{},{},True,s*****3,,,179600124.0,s*****3,179600124.0,2729159666,1,1,1598084299.0,0,,,[],0,1595492299,2,"[{'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786643}, {'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786638}]",1,,2,,,,s*****3,[],179602731,1841542750,"['NO.2 黑色/S', 'NO.1 深灰/S']",False,,1595492299,5,47828104167248,12896244
85,{},{},True,m*****e,5b1dc4d7436175efc034cd233c1d86f9,5b1dc4d7436175efc034cd233c1d86f9,64930334.0,m*****e,64930334.0,2725825605,1,1,1598018695.0,0,,,[],0,1595426695,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786647}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786642}]",1,,2,,,5b1dc4d7436175efc034cd233c1d86f9,m*****e,[],64931787,1841542750,"['NO.2 黑色/XXL', 'NO.2 黑色/S', 'NO.1 深灰/XXL']",False,,1595426695,5,48790076058357,12896244
86,{},{},False,xin629,696dee8859eec17aba143949f708659b,696dee8859eec17aba143949f708659b,7385475.0,xin629,7385475.0,2725094390,1,1,1598010011.0,1,,,[],0,1595418011,2,"[{'itemid': 2018920010, 'snapshotid': 1939951835, 'modelid': 3573337216}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}]",1,,2,"1,2,3","[{'tag_description': '超讚的出貨速度', 'tag_id': 1}, {'tag_description': '超讚的商品品質', 'tag_id': 2}, {'tag_description': '超讚的CP值', 'tag_id': 3}]",696dee8859eec17aba143949f708659b,xin629,[],7386768,1841542750,['NO.2 黑色/M'],False,質感很不錯,1595418011,5,48170460013369,12896244
87,{},{},True,b*****8,,,30681643.0,b*****8,30681643.0,2724531165,1,1,1598004047.0,0,,,[],0,1595412047,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786648}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786638}]",1,,2,,,,b*****8,[],30683027,1841542750,"['NO.3 熒光綠/S', 'NO.2 黑色/S', 'NO.1 深灰/S']",False,,1595412047,5,48521111157121,12896244
88,{},{},True,c*****y,58fe35a1ce4634e869304108b7bd5513,58fe35a1ce4634e869304108b7bd5513,7255199.0,c*****y,7255199.0,2722694552,1,1,1597984185.0,0,,,[],0,1595392185,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786645}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786640}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786640}]",1,,1,3,"[{'tag_description': '超讚的CP值', 'tag_id': 3}]",58fe35a1ce4634e869304108b7bd5513,c*****y,[],7256492,1841542750,"['NO.2 黑色/L', 'NO.1 深灰/L']",False,,1595392185,5,48307046281582,12896244
89,{},{},True,k*****2,,,5320817.0,k*****2,5320817.0,2720976961,1,1,1597936826.0,3,['f91b513e66fe9b4acd9e317c3c16d06f'],,[],0,1595344826,2,"[{'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786639}, {'itemid': 1838965071, 'snapshotid': 1887012119, 'modelid': 3159915498}]",1,,2,"2,3","[{'tag_description': '超讚的商品品質', 'tag_id': 2}, {'tag_description': '超讚的CP值', 'tag_id': 3}]",,k*****2,[],5322111,1841542750,['NO.1 深灰/M'],False,這是一個好評模版，不要看了下面都是廢話。因為我很懶，不想每個都寫，所以才模仿網友的好評模版。但是這個實貝不管是質量，款式還是價格，都是本姑娘喜歡的，如果是不喜歡的那本姑娘就會很生氣，然後這個模版就變成了各種喋喋不休的吐槽，自然就不會撒下這個好評給各位一個參考。,1595344826,5,47729569539998,12896244
90,{},{},True,s*****8,9df3182d5b3bc1c9f25aca6577bbf73b,9df3182d5b3bc1c9f25aca6577bbf73b,281081766.0,s*****8,281081766.0,2715392125,1,1,1597839560.0,0,,,[],0,1595247560,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786640}, {'itemid': 2018718354, 'snapshotid': 1935915856, 'modelid': 3572680798}, {'itemid': 2018718354, 'snapshotid': 1935915856, 'modelid': 3572680793}]",1,,2,6,"[{'tag_description': '良好的商品品質', 'tag_id': 6}]",9df3182d5b3bc1c9f25aca6577bbf73b,s*****8,[],281088385,1841542750,['NO.1 深灰/L'],False,,1595247560,4,48003143296264,12896244
91,{},{},True,c*****k,c8b229e949fc0626cb81d4ff9b7dbef4,c8b229e949fc0626cb81d4ff9b7dbef4,31660955.0,c*****k,31660955.0,2713098345,1,1,1597811421.0,0,,,[],0,1595219421,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786644}]",1,,2,,,c8b229e949fc0626cb81d4ff9b7dbef4,c*****k,[],31662339,1841542750,['NO.2 黑色/M'],False,,1595219421,5,48098944113240,12896244
92,{},{},True,s*****3,a51e950bfffffa3e6f0a57d59f5ef8f0,a51e950bfffffa3e6f0a57d59f5ef8f0,23304893.0,s*****3,23304893.0,2712339968,1,1,1597799742.0,0,,,[],0,1595207742,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786646}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786641}]",1,,2,2,"[{'tag_description': '超讚的商品品質', 'tag_id': 2}]",a51e950bfffffa3e6f0a57d59f5ef8f0,s*****3,[],23306229,1841542750,"['NO.2 黑色/XL', 'NO.1 深灰/XL']",False,,1595207742,5,47895820004550,12896244
93,{},{},True,l*****6,4c51052cabee891c68e56dd90b7e79e0,4c51052cabee891c68e56dd90b7e79e0,11947407.0,l*****6,11947407.0,2711014785,1,1,1597753516.0,0,,,[],0,1595161516,2,"[{'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786648}, {'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786643}]",1,,2,,,4c51052cabee891c68e56dd90b7e79e0,l*****6,[],11948709,1841542750,"['NO.3 熒光綠/S', 'NO.2 黑色/S']",False,,1595161516,5,47817534519517,12896244
94,{},{},True,b*****7,f0cfcc2e5413d61f8d5740d181e4c7aa,f0cfcc2e5413d61f8d5740d181e4c7aa,3986960.0,b*****7,3986960.0,2709824412,1,1,1597733781.0,0,,,[],0,1595141781,2,"[{'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786644}]",1,,1,,,f0cfcc2e5413d61f8d5740d181e4c7aa,b*****7,[],3988243,1841542750,['NO.2 黑色/M'],False,,1595141781,5,47704708232566,12896244
95,{},{},True,c*****g,c8b94145ec07b14db5ab83796c48d6ac,c8b94145ec07b14db5ab83796c48d6ac,167216273.0,c*****g,167216273.0,2709775778,1,1,1597733014.0,1,,,[],0,1595141014,2,"[{'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786646}, {'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786645}, {'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786639}]",1,,2,,,c8b94145ec07b14db5ab83796c48d6ac,c*****g,[],167218547,1841542750,"['NO.2 黑色/XL', 'NO.2 黑色/L', 'NO.1 深灰/M']",False,很讚的品質,1595141014,5,47188773004667,12896244
96,{},{},True,m*****4,69128d2d48b4defa19aecc54af1ecd22,69128d2d48b4defa19aecc54af1ecd22,96209421.0,m*****4,96209421.0,2708366247,1,1,1597705497.0,0,,,[],0,1595113497,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786638}]",1,,2,,,69128d2d48b4defa19aecc54af1ecd22,m*****4,[],96210899,1841542750,"['NO.2 黑色/S', 'NO.1 深灰/S']",False,,1595113497,5,48368584073321,12896244
97,{},{},True,j*****8,7ffcf99b6b06033241ae67ecc690b83f,7ffcf99b6b06033241ae67ecc690b83f,16762979.0,j*****8,16762979.0,2708112088,1,1,1597684888.0,0,,,[],0,1595092888,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786651}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786648}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786646}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786643}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786641}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786638}]",1,,2,,,7ffcf99b6b06033241ae67ecc690b83f,j*****8,[],16764315,1841542750,"['NO.3 熒光綠/XL', 'NO.3 熒光綠/S', 'NO.2 黑色/XL', 'NO.2 黑色/S', 'NO.1 深灰/XL', 'NO.1 深灰/S']",False,,1595092888,5,48270012108281,12896244
98,{},{},True,p*****1,591e101e1bc6e3969507b1e045717fd0,591e101e1bc6e3969507b1e045717fd0,4222750.0,p*****1,4222750.0,2707870534,1,1,1597678087.0,0,,,[],0,1595086087,2,"[{'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786651}, {'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786646}, {'itemid': 1841542750, 'snapshotid': 1910089420, 'modelid': 3158786646}]",1,,2,,,591e101e1bc6e3969507b1e045717fd0,p*****1,[],4224034,1841542750,"['NO.3 熒光綠/XL', 'NO.2 黑色/XL']",False,,1595086087,5,47731058298883,12896244
99,{},{},True,w*****5,,,180064256.0,w*****5,180064256.0,2707857855,1,1,1597677824.0,0,,,[],0,1595085824,2,"[{'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786645}, {'itemid': 1841542750, 'snapshotid': 1930575429, 'modelid': 3158786640}]",1,,2,,,,w*****5,[],180066869,1841542750,"['NO.2 黑色/L', 'NO.1 深灰/L']",False,,1595085824,5,48509545598896,12896244
0,{},{},True,q*****7,38a7cd8c94c0c20502fc38a2d5b71948,38a7cd8c94c0c20502fc38a2d5b71948,42668149.0,q*****7,42668149.0,2848255189,1,1,1600099856.0,3,['fc8d6017ee1246ee1848bbcbb058e6ef'],,[],0,1597507856,2,"[{'itemid': 2774394379, 'snapshotid': 1959515580, 'modelid': 6788839912}]",1,,2,,,38a7cd8c94c0c20502fc38a2d5b71948,q*****7,[],42669535,2774394379,"['紫色,2XL']",False,本人購買時體重77公斤，胸圍38E，買2XL下圍比較鬆😔，但是穿著睡覺可以…,1597507856,5,50104433371333,3102283
1,{},{},True,b*****1,88fbc51d413e8c7c72c197b2e919154c,88fbc51d413e8c7c72c197b2e919154c,2074762.0,b*****1,2074762.0,2847894812,1,1,1600093578.0,7,['36329276a95a9939d912bc339df15207'],,[],0,1597501578,2,"[{'itemid': 2774394379, 'snapshotid': 1959515580, 'modelid': 6788839900}]",1,,2,"1,3,4","[{'tag_description': '超讚的出貨速度', 'tag_id': 1}, {'tag_description': '超讚的CP值', 'tag_id': 3}, {'tag_description': '超讚的服務', 'tag_id': 4}]",88fbc51d413e8c7c72c197b2e919154c,b*****1,"[{'url': 'http://1400352862.vod2.myqcloud.com/aaf4b0c8vodtranshk1400352862/31ce83695285890806512511567/v.f117828.mp4', 'duration': 5100, 'url_transcoded': 'http://1400352862.vod2.myqcloud.com/aaf4b0c8vodtranshk1400352862/31ce83695285890806512511567/v.f117828.mp4', 'cover': 'http://1400352862.vod2.myqcloud.com/d40ac320vodhk1400352862/31ce83695285890806512511567/5285890806512511568.jpg', 'id': '5285890806512511567'}]",2076282,2774394379,"['粉色,L']",False,此款質料偏鬆 因喜歡運動緊身一點貼身一點 所以尺寸不合適 但小編很有耐心幫我換貨 很不錯的賣家 料質也不錯哦 有需要會在訂購^_^,1597501578,5,50085215109125,3102283
